ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.39433647489276313,0.00167281502056666,0.05579714469449676,0.20481297432642442,0.34338059106574936
2,0.5164243317560149,0.0014050943963292708,0.03671176331428787,0.19109608399451655,0.25436272653885184
3,0.4628493967729799,0.005590650445242522,0.04664393601529912,0.159087330429259,0.3258286863372193
4,0.4933831414906045,0.001019637653403818,0.03795798840967294,0.1616670559250733,0.3059721765212455
5,0.4610030008380154,0.00136594951524744,0.04415304430239108,0.19077067659456595,0.30270732874978007
6,0.42710117852084223,0.0018152250868083155,0.05092753365205023,0.22321193041984913,0.2969441323204507
7,0.45453337776127967,0.005182460762370556,0.04720408060950708,0.15165193649025105,0.3414281443765915
8,0.43113985042811603,0.003921718048574869,0.04808416336202373,0.1351240517994581,0.38173021636182736
9,0.4362738684446237,0.0014591646208195288,0.0480180676611251,0.18925805914971733,0.3249908401237144
10,0.42015811247823426,0.0024310711316415296,0.052890768299951305,0.24290800492617262,0.28161204316400035
11,0.4741744276011149,0.002594194918627918,0.04364308696493834,0.24880248816108347,0.2307858023542356
12,0.48978941200952375,0.0014070136792145077,0.04007642107232996,0.18555726725259997,0.2831698859863315
13,0.55620812054762,0.0017337795068951569,0.03158325437172669,0.2121387507634994,0.19833609481025846
14,0.4149934462441916,0.0015156379499422074,0.05187303778787968,0.20257660750242454,0.329041270515562
15,0.5394854297010971,0.0013226646759153418,0.033574686905468665,0.1838043219170179,0.24181289680050116
16,0.4599793087813466,0.0020514217947828215,0.04581109178989621,0.2369668902169788,0.25519128741699515
17,0.4991870987258971,0.001596624758210656,0.03933373229894412,0.20667643166470356,0.25320611255224407
18,0.44656885013493797,0.0025192147252040193,0.04810886732670241,0.25594689777577345,0.24685617003738197
19,0.3912168501198641,0.004719817407970945,0.05556781421071967,0.14381458924621365,0.4046809290152318
20,0.435396263678726,0.005670385554354458,0.05087878792047743,0.16013831448278165,0.3479162483636605
21,0.4546724742813811,0.0029327789401769064,0.040970250907095114,0.10890685011329268,0.3925176457580538
22,0.40163892327836354,0.005368493718669325,0.054843463689691174,0.14900781914146058,0.3891413001718154
23,0.5297650552562282,0.0017187313550529808,0.03533401875465847,0.19671829088506312,0.2364639037489961
24,0.5204285904992167,0.0030317499616928463,0.03460941715575884,0.11549027170220365,0.3264399706811283
25,0.5039829521120176,0.001177751244830639,0.03755080923775734,0.17419219274514056,0.28309629466025377
26,0.3470900402216023,0.002877139541776003,0.055518570724917914,0.11194247900415563,0.4825717705075482
27,0.4497027125289289,0.0035811523799215922,0.04457228670604442,0.1278535556457725,0.3742902927393327
28,0.4879193845101629,0.002109522981026911,0.041515043077944104,0.23011920694589189,0.23833684248497433
29,0.46860084806777635,0.001563871533740048,0.04340216856628122,0.1888935603378634,0.2975395514943389
30,0.4351659430626647,0.002047804914411892,0.04988113136730592,0.22952307509330785,0.2833820455623102
31,0.4402490341733765,0.002230101529962621,0.04925073851578249,0.2308866718213435,0.27738345395953523
32,0.528744233509251,0.0017003824340662717,0.03514146296567363,0.22027678537671416,0.21413713571429502
33,0.43124045176677084,0.0030879702890055575,0.04439103226271805,0.1121868353207153,0.40909371036079045
34,0.5109838197566159,0.003601384475726596,0.037103534936462665,0.12877438469462837,0.31953687613656634
35,0.5237662606451965,0.0032177983643482573,0.03373973948135972,0.11057768113605608,0.3286985203730396
36,0.4144076417184822,0.00227691347095936,0.053856049407286444,0.25183947910486665,0.2776199162984053
37,0.39153450752533125,0.003722557990076649,0.0513397350106715,0.11947015592507881,0.4339330435488421
38,0.4933831414906045,0.001019637653403818,0.03795798840967294,0.1616670559250733,0.3059721765212455
39,0.4179160626797568,0.0010987368652590605,0.04912047111887817,0.17643967235926145,0.355425056976845
40,0.4950264722997046,0.0023711754783475167,0.040492327695440644,0.23562305726013041,0.22648696726637688
41,0.4983327748554099,0.0010824717102318486,0.03804634687277473,0.17322166788194862,0.28931673867963464
42,0.4186745636118309,0.004682028378672552,0.0512772266327889,0.1438297314791794,0.3815364498975286
43,0.4848155149365061,0.0021449569272920443,0.034886700703956844,0.09526802589485892,0.3828848015373865
44,0.41323342069095254,0.003379644222899699,0.04786516737072112,0.11850651322931265,0.4170152544861141
45,0.4699299225277381,0.004390057568037451,0.043447918736173916,0.13890623208275005,0.34332586908530055
46,0.41683784020142867,0.002357202998667642,0.05336208921639822,0.2571102057592188,0.2703326618242867
47,0.507419407341544,0.005058756900812688,0.03941740225985135,0.14270532493228164,0.3053991085655103
48,0.5060029960877939,0.001236963949431844,0.03735486945890497,0.17133334944942416,0.28407182105444406
49,0.4013951290448275,0.0018405676535518118,0.05550964155987931,0.22447808798986918,0.31677657375187207
50,0.5094438464830804,0.0018875665037335714,0.038232929073450495,0.20853677829918174,0.24189887964055368
51,0.4263589103618396,0.0037687665862528716,0.048273111450364066,0.13165341826847862,0.3899457933330651
52,0.5394854297010971,0.0013226646759153418,0.033574686905468665,0.1838043219170179,0.24181289680050116
53,0.5001880857616832,0.0031834644137976953,0.03778119511113821,0.12490197079409755,0.3339452839192832
54,0.39658074700798196,0.003878596221332351,0.0512201776995169,0.12282287820061503,0.4254976008705545
55,0.5389150365354973,0.005130709718299634,0.035569063248035895,0.1437610522247619,0.2766241382734052
56,0.367908267998519,0.0037094646503556946,0.05561757282341358,0.12445725871094009,0.4483074358167725
57,0.4646807766503279,0.0021957184251009737,0.04490870567948841,0.24661319300709778,0.24160160623798518
58,0.4019519408452686,0.0037726316210580217,0.05247565692017388,0.13760369930488048,0.4041960713086189
59,0.5170461895984587,0.003922392010389014,0.03663925591774377,0.12956325357751536,0.312828908895893
60,0.4488626048602674,0.001710899022008527,0.04678135610086119,0.19945864052729206,0.303186499489571
61,0.4469597825432201,0.0016629076305698606,0.04736249250559749,0.21189780013073345,0.2921170171898789
62,0.41336316487580593,0.0015350856827919524,0.05197716759256281,0.19475823907431583,0.3383663427745238
63,0.46037326346170915,0.005651515428876288,0.046660154258253664,0.15272900605648762,0.33458606079467335
64,0.4372696191478063,0.004281119229571729,0.04759391954201673,0.13626796873127606,0.37458737334932884
65,0.41704894651185376,0.0033538354116763045,0.04802336838602112,0.12391325052457862,0.40766059916586983
66,0.5095844448202296,0.0012817389983287675,0.03705547516050859,0.17512989773030058,0.2769484432906325
67,0.49535199765603244,0.002408528744404854,0.035047686152267214,0.1011593291884469,0.3660324582588483
68,0.4731189085412484,0.001631909318657893,0.043230642052156903,0.20961043389455397,0.2724081061933832
69,0.46043173118728625,0.0020419876856080416,0.04577523175032645,0.2190472721640714,0.2727037772127076
70,0.5110250524597598,0.002707365596878405,0.034558985671207146,0.10912008177009833,0.3425885145020561
71,0.4646807766503279,0.0021957184251009737,0.04490870567948841,0.24661319300709778,0.24160160623798518
72,0.5313277153521436,0.001784950046151318,0.03497915896858556,0.21684798844093475,0.21506018719218417
73,0.4842671790293597,0.003848912534319849,0.040394756256424684,0.1279355810965742,0.3435535710833213
74,0.44542353686282227,0.001650285831933324,0.047130770076525066,0.19500986123761846,0.3107855459911014
75,0.4637876115466205,0.0030267476624327794,0.04092517098594804,0.11681921096373016,0.3754412588412682
76,0.5045761033124492,0.002484154876802976,0.0349653341032636,0.10835718938096095,0.34961721832652304
77,0.478271825977465,0.002779202148696353,0.037726684280935695,0.10547899656931511,0.37574329102358817
78,0.4372696191478063,0.004281119229571729,0.04759391954201673,0.13626796873127606,0.37458737334932884
